Entity,Code,Year,Annual CO₂ emissions,Annual CO₂ emissions
Europe (excl. EU-27),,1900,493580300,493580300
Europe (excl. EU-27),,1901,485532030,485532030
Europe (excl. EU-27),,1902,499606140,499606140
Europe (excl. EU-27),,1903,502060670,502060670
Europe (excl. EU-27),,1904,511247070,511247070
Europe (excl. EU-27),,1905,509898750,509898750
Europe (excl. EU-27),,1906,535045820,535045820
Europe (excl. EU-27),,1907,565310600,565310600
Europe (excl. EU-27),,1908,555194500,555194500
Europe (excl. EU-27),,1909,563821900,563821900
Europe (excl. EU-27),,1910,565753860,565753860
Europe (excl. EU-27),,1911,581403840,581403840
Europe (excl. EU-27),,1912,568109900,568109900
Europe (excl. EU-27),,1913,621188500,621188500
Europe (excl. EU-27),,1914,592966900,592966900
Europe (excl. EU-27),,1915,592812000,592812000
Europe (excl. EU-27),,1916,615064600,615064600
Europe (excl. EU-27),,1917,595087900,595087900
Europe (excl. EU-27),,1918,510670850,510670850
Europe (excl. EU-27),,1919,496852320,496852320
Europe (excl. EU-27),,1920,521989660,521989660
Europe (excl. EU-27),,1921,371404670,371404670
Europe (excl. EU-27),,1922,491201180,491201180
Europe (excl. EU-27),,1923,523501920,523501920
Europe (excl. EU-27),,1924,553619500,553619500
Europe (excl. EU-27),,1925,526429540,526429540
Europe (excl. EU-27),,1926,345239870,345239870
Europe (excl. EU-27),,1927,585494900,585494900
Europe (excl. EU-27),,1928,568504800,568504800
Europe (excl. EU-27),,1929,602181000,602181000
Europe (excl. EU-27),,1930,617716000,617716000
Europe (excl. EU-27),,1931,613786900,613786900
Europe (excl. EU-27),,1932,617570240,617570240
Europe (excl. EU-27),,1933,635714200,635714200
Europe (excl. EU-27),,1934,711030400,711030400
Europe (excl. EU-27),,1935,749259650,749259650
Europe (excl. EU-27),,1936,815794300,815794300
Europe (excl. EU-27),,1937,840702660,840702660
Europe (excl. EU-27),,1938,837912300,837912300
Europe (excl. EU-27),,1939,847411200,847411200
Europe (excl. EU-27),,1940,933327000,933327000
Europe (excl. EU-27),,1941,872515400,872515400
Europe (excl. EU-27),,1942,700501060,700501060
Europe (excl. EU-27),,1943,707404160,707404160
Europe (excl. EU-27),,1944,796103360,796103360
Europe (excl. EU-27),,1945,776747840,776747840
Europe (excl. EU-27),,1946,838147700,838147700
Europe (excl. EU-27),,1947,941550660,941550660
Europe (excl. EU-27),,1948,989349900,989349900
Europe (excl. EU-27),,1949,1054879000,1054879000
Europe (excl. EU-27),,1950,1105558700,1105558700
Europe (excl. EU-27),,1951,1200443900,1200443900
Europe (excl. EU-27),,1952,1227161600,1227161600
Europe (excl. EU-27),,1953,1276512500,1276512500
Europe (excl. EU-27),,1954,1358672500,1358672500
Europe (excl. EU-27),,1955,1490334700,1490334700
Europe (excl. EU-27),,1956,1578164500,1578164500
Europe (excl. EU-27),,1957,1666851100,1666851100
Europe (excl. EU-27),,1958,1720813200,1720813200
Europe (excl. EU-27),,1959,1772562200,1772562200
Europe (excl. EU-27),,1960,1864963100,1864963100
Europe (excl. EU-27),,1961,1910193200,1910193200
Europe (excl. EU-27),,1962,1982301300,1982301300
Europe (excl. EU-27),,1963,2097001600,2097001600
Europe (excl. EU-27),,1964,2195595800,2195595800
Europe (excl. EU-27),,1965,2305084700,2305084700
Europe (excl. EU-27),,1966,2395080000,2395080000
Europe (excl. EU-27),,1967,2447332400,2447332400
Europe (excl. EU-27),,1968,2519553300,2519553300
Europe (excl. EU-27),,1969,2621002200,2621002200
Europe (excl. EU-27),,1970,2763414800,2763414800
Europe (excl. EU-27),,1971,2898215000,2898215000
Europe (excl. EU-27),,1972,2996927200,2996927200
Europe (excl. EU-27),,1973,3116312800,3116312800
Europe (excl. EU-27),,1974,3153696300,3153696300
Europe (excl. EU-27),,1975,3265872400,3265872400
Europe (excl. EU-27),,1976,3364798700,3364798700
Europe (excl. EU-27),,1977,3459520800,3459520800
Europe (excl. EU-27),,1978,3561483000,3561483000
Europe (excl. EU-27),,1979,3631556900,3631556900
Europe (excl. EU-27),,1980,3671161300,3671161300
Europe (excl. EU-27),,1981,3603618300,3603618300
Europe (excl. EU-27),,1982,3635599600,3635599600
Europe (excl. EU-27),,1983,3684997000,3684997000
Europe (excl. EU-27),,1984,3700864500,3700864500
Europe (excl. EU-27),,1985,3967963400,3967963400
Europe (excl. EU-27),,1986,3996968400,3996968400
Europe (excl. EU-27),,1987,3984785400,3984785400
Europe (excl. EU-27),,1988,4066059300,4066059300
Europe (excl. EU-27),,1989,3993789400,3993789400
Europe (excl. EU-27),,1990,4168161500,4168161500
Europe (excl. EU-27),,1991,3934174200,3934174200
Europe (excl. EU-27),,1992,3419125500,3419125500
Europe (excl. EU-27),,1993,3198133500,3198133500
Europe (excl. EU-27),,1994,2856864000,2856864000
Europe (excl. EU-27),,1995,2787695900,2787695900
Europe (excl. EU-27),,1996,2751242200,2751242200
Europe (excl. EU-27),,1997,2612208600,2612208600
Europe (excl. EU-27),,1998,2595137000,2595137000
Europe (excl. EU-27),,1999,2567409700,2567409700
Europe (excl. EU-27),,2000,2554088400,2554088400
Europe (excl. EU-27),,2001,2623996000,2623996000
Europe (excl. EU-27),,2002,2591097600,2591097600
Europe (excl. EU-27),,2003,2653311500,2653311500
Europe (excl. EU-27),,2004,2675230700,2675230700
Europe (excl. EU-27),,2005,2686686700,2686686700
Europe (excl. EU-27),,2006,2777509000,2777509000
Europe (excl. EU-27),,2007,2771445800,2771445800
Europe (excl. EU-27),,2008,2780618500,2780618500
Europe (excl. EU-27),,2009,2562352000,2562352000
Europe (excl. EU-27),,2010,2692537000,2692537000
Europe (excl. EU-27),,2011,2718283000,2718283000
Europe (excl. EU-27),,2012,2740984800,2740984800
Europe (excl. EU-27),,2013,2666312400,2666312400
Europe (excl. EU-27),,2014,2572619800,2572619800
Europe (excl. EU-27),,2015,2521727700,2521727700
Europe (excl. EU-27),,2016,2508779300,2508779300
Europe (excl. EU-27),,2017,2518700800,2518700800
Europe (excl. EU-27),,2018,2567147500,2567147500
Europe (excl. EU-27),,2019,2532198000,2532198000
Europe (excl. EU-27),,2020,2398923500,2398923500
Europe (excl. EU-27),,2021,2502895000,2502895000
Europe (excl. EU-27),,2022,2488792000,2488792000
Europe (excl. EU-27),,2023,2482599200,2482599200
European Union (27),,1792,468992,468992
European Union (27),,1793,479984,479984
European Union (27),,1794,443344,443344
European Union (27),,1795,447008,447008
European Union (27),,1796,534944,534944
European Union (27),,1797,549600,549600
European Union (27),,1798,575248,575248
European Union (27),,1799,626544,626544
European Union (27),,1800,1201792,1201792
European Union (27),,1801,978288,978288
European Union (27),,1802,9639984,9639984
European Union (27),,1803,996608,996608
European Union (27),,1804,3642016,3642016
European Union (27),,1805,1612160,1612160
European Union (27),,1806,1458272,1458272
European Union (27),,1807,3235312,3235312
European Union (27),,1808,1399648,1399648
European Union (27),,1809,1403312,1403312
European Union (27),,1810,3667664,3667664
European Union (27),,1811,3568736,3568736
European Union (27),,1812,3583392,3583392
European Union (27),,1813,3319584,3319584
European Union (27),,1814,3477136,3477136
European Union (27),,1815,3960784,3960784
European Union (27),,1816,5561952,5561952
European Union (27),,1817,6785728,6785728
European Union (27),,1818,6837024,6837024
European Union (27),,1819,6844352,6844352
European Union (27),,1820,7364640,7364640
European Union (27),,1821,7731040,7731040
European Union (27),,1822,8075456,8075456
European Union (27),,1823,8771616,8771616
European Union (27),,1824,8423536,8423536
European Union (27),,1825,10024704,10024704
European Union (27),,1826,9955088,9955088
European Union (27),,1827,12234096,12234096
European Union (27),,1828,12450272,12450272
European Union (27),,1829,11248480,11248480
European Union (27),,1830,19141234,19141234
European Union (27),,1831,16470277,16470277
European Union (27),,1832,16481071,16481071
European Union (27),,1833,17763570,17763570
European Union (27),,1834,19562096,19562096
European Union (27),,1835,20848160,20848160
European Union (27),,1836,23577840,23577840
European Union (27),,1837,25585712,25585712
European Union (27),,1838,27146576,27146576
European Union (27),,1839,28271424,28271424
European Union (27),,1840,32049008,32049008
European Union (27),,1841,34503890,34503890
European Union (27),,1842,37138304,37138304
European Union (27),,1843,35929184,35929184
European Union (27),,1844,38574590,38574590
European Union (27),,1845,43916704,43916704
European Union (27),,1846,49266144,49266144
European Union (27),,1847,53648290,53648290
European Union (27),,1848,47573376,47573376
European Union (27),,1849,49130576,49130576
European Union (27),,1850,54189980,54189980
European Union (27),,1851,57297630,57297630
European Union (27),,1852,64284880,64284880
European Union (27),,1853,71180530,71180530
European Union (27),,1854,82319090,82319090
European Union (27),,1855,90821590,90821590
European Union (27),,1856,96396180,96396180
European Union (27),,1857,100452220,100452220
European Union (27),,1858,105866100,105866100
European Union (27),,1859,103998260,103998260
European Union (27),,1860,112653440,112653440
European Union (27),,1861,123851940,123851940
European Union (27),,1862,134075864,134075864
European Union (27),,1863,139488590,139488590
European Union (27),,1864,150897310,150897310
European Union (27),,1865,163822820,163822820
European Union (27),,1866,168329380,168329380
European Union (27),,1867,180490260,180490260
European Union (27),,1868,189353700,189353700
European Union (27),,1869,197348370,197348370
European Union (27),,1870,198126080,198126080
European Union (27),,1871,211580460,211580460
European Union (27),,1872,235092480,235092480
European Union (27),,1873,251699760,251699760
European Union (27),,1874,220222270,220222270
European Union (27),,1875,254916130,254916130
European Union (27),,1876,266346340,266346340
European Union (27),,1877,259884270,259884270
European Union (27),,1878,268510400,268510400
European Union (27),,1879,284259200,284259200
European Union (27),,1880,328858660,328858660
European Union (27),,1881,330135700,330135700
European Union (27),,1882,348957100,348957100
European Union (27),,1883,372651970,372651970
European Union (27),,1884,376345340,376345340
European Union (27),,1885,380988580,380988580
European Union (27),,1886,382774240,382774240
European Union (27),,1887,400964800,400964800
European Union (27),,1888,431375200,431375200
European Union (27),,1889,454561540,454561540
European Union (27),,1890,481648100,481648100
European Union (27),,1891,501332930,501332930
European Union (27),,1892,493623300,493623300
European Union (27),,1893,501923840,501923840
European Union (27),,1894,527212260,527212260
European Union (27),,1895,543310800,543310800
European Union (27),,1896,575298700,575298700
European Union (27),,1897,608569400,608569400
European Union (27),,1898,635499300,635499300
European Union (27),,1899,669346370,669346370
European Union (27),,1900,712153800,712153800
European Union (27),,1901,709672400,709672400
European Union (27),,1902,696460000,696460000
European Union (27),,1903,743086500,743086500
European Union (27),,1904,757165800,757165800
European Union (27),,1905,795773000,795773000
European Union (27),,1906,812359200,812359200
European Union (27),,1907,927505340,927505340
European Union (27),,1908,962035260,962035260
European Union (27),,1909,955019100,955019100
European Union (27),,1910,972865900,972865900
European Union (27),,1911,992713340,992713340
European Union (27),,1912,1064396100,1064396100
European Union (27),,1913,1146191500,1146191500
European Union (27),,1914,980973600,980973600
European Union (27),,1915,900029200,900029200
European Union (27),,1916,946094140,946094140
European Union (27),,1917,938311040,938311040
European Union (27),,1918,883435970,883435970
European Union (27),,1919,686954000,686954000
European Union (27),,1920,861444000,861444000
European Union (27),,1921,894137500,894137500
European Union (27),,1922,918103600,918103600
European Union (27),,1923,823405250,823405250
European Union (27),,1924,1000200200,1000200200
European Union (27),,1925,1011746300,1011746300
European Union (27),,1926,977942200,977942200
European Union (27),,1927,1099380600,1099380600
European Union (27),,1928,1125197200,1125197200
European Union (27),,1929,1235744800,1235744800
European Union (27),,1930,1123391400,1123391400
European Union (27),,1931,1011753300,1011753300
European Union (27),,1932,894190200,894190200
European Union (27),,1933,921858940,921858940
European Union (27),,1934,993532400,993532400
European Union (27),,1935,1040033100,1040033100
European Union (27),,1936,1083900500,1083900500
European Union (27),,1937,1219925600,1219925600
European Union (27),,1938,1232375800,1232375800
European Union (27),,1939,1269083000,1269083000
European Union (27),,1940,1320442400,1320442400
European Union (27),,1941,1301392000,1301392000
European Union (27),,1942,1320674400,1320674400
European Union (27),,1943,1331677400,1331677400
European Union (27),,1944,1141700700,1141700700
European Union (27),,1945,492949150,492949150
European Union (27),,1946,847720770,847720770
European Union (27),,1947,990827970,990827970
European Union (27),,1948,1095492600,1095492600
European Union (27),,1949,1211250800,1211250800
European Union (27),,1950,1277769200,1277769200
European Union (27),,1951,1429765500,1429765500
European Union (27),,1952,1486817300,1486817300
European Union (27),,1953,1515003500,1515003500
European Union (27),,1954,1611367800,1611367800
European Union (27),,1955,1743365200,1743365200
European Union (27),,1956,1867092000,1867092000
European Union (27),,1957,1926367200,1926367200
European Union (27),,1958,1910886700,1910886700
European Union (27),,1959,1940609700,1940609700
European Union (27),,1960,2099977700,2099977700
European Union (27),,1961,2199645700,2199645700
European Union (27),,1962,2354606600,2354606600
European Union (27),,1963,2512898800,2512898800
European Union (27),,1964,2644228400,2644228400
European Union (27),,1965,2677125600,2677125600
European Union (27),,1966,2758658600,2758658600
European Union (27),,1967,2820350500,2820350500
European Union (27),,1968,2993590300,2993590300
European Union (27),,1969,3192298800,3192298800
European Union (27),,1970,3331786800,3331786800
European Union (27),,1971,3425790000,3425790000
European Union (27),,1972,3556001500,3556001500
European Union (27),,1973,3729277000,3729277000
European Union (27),,1974,3710173200,3710173200
European Union (27),,1975,3637361000,3637361000
European Union (27),,1976,3913002500,3913002500
European Union (27),,1977,3874640600,3874640600
European Union (27),,1978,4005136600,4005136600
European Union (27),,1979,4114610200,4114610200
European Union (27),,1980,4079017000,4079017000
European Union (27),,1981,3864920000,3864920000
European Union (27),,1982,3772962600,3772962600
European Union (27),,1983,3730056000,3730056000
European Union (27),,1984,3765173000,3765173000
European Union (27),,1985,3823161600,3823161600
European Union (27),,1986,3808468000,3808468000
European Union (27),,1987,3841070800,3841070800
European Union (27),,1988,3802716400,3802716400
European Union (27),,1989,3839695000,3839695000
European Union (27),,1990,3870108200,3870108200
European Union (27),,1991,3804398300,3804398300
European Union (27),,1992,3677507000,3677507000
European Union (27),,1993,3607869000,3607869000
European Union (27),,1994,3589193200,3589193200
European Union (27),,1995,3635527700,3635527700
European Union (27),,1996,3720306000,3720306000
European Union (27),,1997,3653909200,3653909200
European Union (27),,1998,3644298500,3644298500
European Union (27),,1999,3588961500,3588961500
European Union (27),,2000,3600211500,3600211500
European Union (27),,2001,3656921000,3656921000
European Union (27),,2002,3657653500,3657653500
European Union (27),,2003,3736441900,3736441900
European Union (27),,2004,3743809500,3743809500
European Union (27),,2005,3735484400,3735484400
European Union (27),,2006,3752486700,3752486700
European Union (27),,2007,3702451700,3702451700
European Union (27),,2008,3625925400,3625925400
European Union (27),,2009,3330550800,3330550800
European Union (27),,2010,3424056300,3424056300
European Union (27),,2011,3326834000,3326834000
European Union (27),,2012,3257576200,3257576200
European Union (27),,2013,3175109600,3175109600
European Union (27),,2014,3038410200,3038410200
European Union (27),,2015,3094753500,3094753500
European Union (27),,2016,3093282300,3093282300
European Union (27),,2017,3117226000,3117226000
European Union (27),,2018,3049868000,3049868000
European Union (27),,2019,2904707800,2904707800
European Union (27),,2020,2627391700,2627391700
European Union (27),,2021,2801144000,2801144000
European Union (27),,2022,2740077800,2740077800
European Union (27),,2023,2510622000,2510622000
India,IND,1858,394488,394488
India,IND,1859,636485,636485
India,IND,1860,643115,643115
India,IND,1861,497254,497254
India,IND,1862,550294,550294
India,IND,1863,609965,609965
India,IND,1864,576814,576814
India,IND,1865,566869,566869
India,IND,1866,639800,639800
India,,,733725.6666666666,
India,,,827651.3333333333,
India,,,921577,
India,,,1015502.6666666666,
India,,,1109428.3333333333,
India,,,1203354,
India,,,1297279.6666666667,
India,,,1391205.3333333335,
India,,,1485131,
India,,,1579056.6666666667,
India,,,1672982.3333333335,
India,IND,1878,1766908,1766908
India,IND,1879,1684382,1684382
India,IND,1880,1886773,1886773
India,IND,1881,1839333,1839333
India,IND,1882,2196293,2196293
India,IND,1883,2440906,2440906
India,IND,1884,2730012,2730012
India,IND,1885,2459401,2459401
India,IND,1886,2772061,2772061
India,IND,1887,3066015,3066015
India,IND,1888,3409552,3409552
India,IND,1889,4021827.2,4021827.2
India,IND,1890,4431669,4431669
India,IND,1891,4772419,4772419
India,IND,1892,5247290,5247290
India,IND,1893,5543189,5543189
India,IND,1894,5616704,5616704
India,IND,1895,7034702,7034702
India,IND,1896,7608026,7608026
India,IND,1897,8253373,8253373
India,IND,1898,9125185,9125185
India,IND,1899,10054478,10054478
India,IND,1900,11929561,11929561
India,IND,1901,13179677,13179677
India,IND,1902,14515422,14515422
India,IND,1903,14802121,14802121
India,IND,1904,16561007,16561007
India,IND,1905,16930720,16930720
India,IND,1906,19549416,19549416
India,IND,1907,21772400,21772400
India,IND,1908,24908242,24908242
India,IND,1909,24142650,24142650
India,IND,1910,23487316,23487316
India,IND,1911,24782446,24782446
India,IND,1912,28521446,28521446
India,IND,1913,31466760,31466760
India,IND,1914,31698144,31698144
India,IND,1915,33141720,33141720
India,IND,1916,33517506,33517506
India,IND,1917,35019770,35019770
India,IND,1918,39359310,39359310
India,IND,1919,42974760,42974760
India,IND,1920,34867976,34867976
India,IND,1921,37505520,37505520
India,IND,1922,36903370,36903370
India,IND,1923,37971890,37971890
India,IND,1924,40627950,40627950
India,IND,1925,40084930,40084930
India,IND,1926,39942580,39942580
India,IND,1927,41883788,41883788
India,IND,1928,40072960,40072960
India,IND,1929,41707876,41707876
India,IND,1930,42399496,42399496
India,IND,1931,38851024,38851024
India,IND,1932,36129476,36129476
India,IND,1933,35467340,35467340
India,IND,1934,39611030,39611030
India,IND,1935,41393200,41393200
India,IND,1936,40684480,40684480
India,IND,1937,45067284,45067284
India,IND,1938,50379656,50379656
India,IND,1939,49312224,49312224
India,IND,1940,52309530,52309530
India,IND,1941,53581100,53581100
India,IND,1942,53529536,53529536
India,IND,1943,46644424,46644424
India,IND,1944,47695988,47695988
India,IND,1945,52874036,52874036
India,IND,1946,52225000,52225000
India,IND,1947,53180280,53180280
India,IND,1948,53204080,53204080
India,IND,1949,56187840,56187840
India,IND,1950,61102560,61102560
India,IND,1951,64022116,64022116
India,IND,1952,67426140,67426140
India,IND,1953,68704824,68704824
India,IND,1954,72413624,72413624
India,IND,1955,78787740,78787740
India,IND,1956,81656370,81656370
India,IND,1957,91635350,91635350
India,IND,1958,95815784,95815784
India,IND,1959,101447256,101447256
India,IND,1960,111325050,111325050
India,IND,1961,120404270,120404270
India,IND,1962,132581544,132581544
India,IND,1963,142444140,142444140
India,IND,1964,139488270,139488270
India,IND,1965,153701940,153701940
India,IND,1966,159373390,159373390
India,IND,1967,159555820,159555820
India,IND,1968,174069330,174069330
India,IND,1969,177413360,177413360
India,IND,1970,181722640,181722640
India,IND,1971,191963680,191963680
India,IND,1972,203035980,203035980
India,IND,1973,209095040,209095040
India,IND,1974,215853180,215853180
India,IND,1975,234209120,234209120
India,IND,1976,244749380,244749380
India,IND,1977,258961730,258961730
India,IND,1978,263149570,263149570
India,IND,1979,276284740,276284740
India,IND,1980,291711100,291711100
India,IND,1981,314966180,314966180
India,IND,1982,325380000,325380000
India,IND,1983,352198850,352198850
India,IND,1984,361559460,361559460
India,IND,1985,397592100,397592100
India,IND,1986,426309380,426309380
India,IND,1987,455343040,455343040
India,IND,1988,491692160,491692160
India,IND,1989,540651100,540651100
India,IND,1990,577996000,577996000
India,IND,1991,615365000,615365000
India,IND,1992,655447040,655447040
India,IND,1993,677299260,677299260
India,IND,1994,714063740,714063740
India,IND,1995,760461630,760461630
India,IND,1996,823620700,823620700
India,IND,1997,858011200,858011200
India,IND,1998,875772350,875772350
India,IND,1999,960762940,960762940
India,IND,2000,986444700,986444700
India,IND,2001,1000526700,1000526700
India,IND,2002,1032139800,1032139800
India,IND,2003,1067736960,1067736960
India,IND,2004,1133827600,1133827600
India,IND,2005,1194592400,1194592400
India,IND,2006,1292484600,1292484600
India,IND,2007,1392506000,1392506000
India,IND,2008,1489437400,1489437400
India,IND,2009,1612216300,1612216300
India,IND,2010,1677337200,1677337200
India,IND,2011,1764712400,1764712400
India,IND,2012,1925699700,1925699700
India,IND,2013,1995098100,1995098100
India,IND,2014,2148343800,2148343800
India,IND,2015,2234219500,2234219500
India,IND,2016,2354658000,2354658000
India,IND,2017,2426606800,2426606800
India,IND,2018,2593057800,2593057800
India,IND,2019,2612888000,2612888000
India,IND,2020,2421552000,2421552000
India,IND,2021,2674221800,2674221800
India,IND,2022,2831166200,2831166200
India,IND,2023,3062324500,3062324500
International aviation,,1950,3511309,3511309
International aviation,,1951,3890817,3890817
International aviation,,1952,4135015,4135015
International aviation,,1953,4850188,4850188
International aviation,,1954,5733205,5733205
International aviation,,1955,6562472,6562472
International aviation,,1956,7662003,7662003
International aviation,,1957,8424180,8424180
International aviation,,1958,9580646,9580646
International aviation,,1959,11016749,11016749
International aviation,,1960,14667484,14667484
International aviation,,1961,18212802,18212802
International aviation,,1962,21433172,21433172
International aviation,,1963,23209570,23209570
International aviation,,1964,26872386,26872386
International aviation,,1965,31150630,31150630
International aviation,,1966,37122284,37122284
International aviation,,1967,46299600,46299600
International aviation,,1968,53476524,53476524
International aviation,,1969,51994724,51994724
International aviation,,1970,75059250,75059250
International aviation,,1971,82439940,82439940
International aviation,,1972,86486630,86486630
International aviation,,1973,90949304,90949304
International aviation,,1974,85308136,85308136
International aviation,,1975,83537380,83537380
International aviation,,1976,85069580,85069580
International aviation,,1977,96127600,96127600
International aviation,,1978,99188810,99188810
International aviation,,1979,103156350,103156350
International aviation,,1980,105404200,105404200
International aviation,,1981,106174040,106174040
International aviation,,1982,106056370,106056370
International aviation,,1983,108479720,108479720
International aviation,,1984,116188000,116188000
International aviation,,1985,117888180,117888180
International aviation,,1986,124489070,124489070
International aviation,,1987,217050910,217050910
International aviation,,1988,226152060,226152060
International aviation,,1989,241935220,241935220
International aviation,,1990,189877680,189877680
International aviation,,1991,198712480,198712480
International aviation,,1992,219962320,219962320
International aviation,,1993,227201090,227201090
International aviation,,1994,241273170,241273170
International aviation,,1995,255057280,255057280
International aviation,,1996,270975600,270975600
International aviation,,1997,289360800,289360800
International aviation,,1998,309125630,309125630
International aviation,,1999,318879680,318879680
International aviation,,2000,324210000,324210000
International aviation,,2001,325978000,325978000
International aviation,,2002,344503360,344503360
International aviation,,2003,358628670,358628670
International aviation,,2004,389352400,389352400
International aviation,,2005,410863360,410863360
International aviation,,2006,424846400,424846400
International aviation,,2007,439882500,439882500
International aviation,,2008,445605900,445605900
International aviation,,2009,428018940,428018940
International aviation,,2010,451502460,451502460
International aviation,,2011,470057340,470057340
International aviation,,2012,484409700,484409700
International aviation,,2013,498400600,498400600
International aviation,,2014,498252740,498252740
International aviation,,2015,518202750,518202750
International aviation,,2016,540413500,540413500
International aviation,,2017,564229500,564229500
International aviation,,2018,605797760,605797760
International aviation,,2019,623608900,623608900
International aviation,,2020,270161150,270161150
International aviation,,2021,293715900,293715900
International aviation,,2022,424851260,424851260
International aviation,,2023,523411550,523411550
International shipping,,1950,124882580,124882580
International shipping,,1951,149286370,149286370
International shipping,,1952,152021000,152021000
International shipping,,1953,157252500,157252500
International shipping,,1954,156959380,156959380
International shipping,,1955,180528700,180528700
International shipping,,1956,193561220,193561220
International shipping,,1957,215259360,215259360
International shipping,,1958,198325700,198325700
International shipping,,1959,202352620,202352620
International shipping,,1960,223505120,223505120
International shipping,,1961,245103650,245103650
International shipping,,1962,251590430,251590430
International shipping,,1963,262611630,262611630
International shipping,,1964,286253280,286253280
International shipping,,1965,292296960,292296960
International shipping,,1966,312871870,312871870
International shipping,,1967,328171680,328171680
International shipping,,1968,342620220,342620220
International shipping,,1969,362662620,362662620
International shipping,,1970,362071680,362071680
International shipping,,1971,379172300,379172300
International shipping,,1972,405765700,405765700
International shipping,,1973,435763170,435763170
International shipping,,1974,403948960,403948960
International shipping,,1975,364290940,364290940
International shipping,,1976,354044000,354044000
International shipping,,1977,353175400,353175400
International shipping,,1978,356845100,356845100
International shipping,,1979,354546050,354546050
International shipping,,1980,341245600,341245600
International shipping,,1981,306147420,306147420
International shipping,,1982,267210270,267210270
International shipping,,1983,249912380,249912380
International shipping,,1984,243502620,243502620
International shipping,,1985,249513950,249513950
International shipping,,1986,269171970,269171970
International shipping,,1987,310399800,310399800
International shipping,,1988,319319700,319319700
International shipping,,1989,323226270,323226270
International shipping,,1990,361656400,361656400
International shipping,,1991,347733920,347733920
International shipping,,1992,337518800,337518800
International shipping,,1993,333854180,333854180
International shipping,,1994,347004000,347004000
International shipping,,1995,365699500,365699500
International shipping,,1996,401174600,401174600
International shipping,,1997,417673660,417673660
International shipping,,1998,440887420,440887420
International shipping,,1999,458357220,458357220
International shipping,,2000,463500320,463500320
International shipping,,2001,455557820,455557820
International shipping,,2002,456382720,456382720
International shipping,,2003,474633300,474633300
International shipping,,2004,517786980,517786980
International shipping,,2005,531992600,531992600
International shipping,,2006,569212200,569212200
International shipping,,2007,611520400,611520400
International shipping,,2008,615992450,615992450
International shipping,,2009,594947460,594947460
International shipping,,2010,629808900,629808900
International shipping,,2011,639337540,639337540
International shipping,,2012,613455700,613455700
International shipping,,2013,615697600,615697600
International shipping,,2014,621561200,621561200
International shipping,,2015,638760400,638760400
International shipping,,2016,632392400,632392400
International shipping,,2017,645676800,645676800
International shipping,,2018,641294900,641294900
International shipping,,2019,627169700,627169700
International shipping,,2020,583679040,583679040
International shipping,,2021,599905340,599905340
International shipping,,2022,595232100,595232100
International shipping,,2023,593157760,593157760
North America (excl. USA),,1785,3664,3664
North America (excl. USA),,1786,3664,3664
North America (excl. USA),,1787,3664,3664
North America (excl. USA),,1788,3664,3664
North America (excl. USA),,1789,3664,3664
North America (excl. USA),,1790,3664,3664
North America (excl. USA),,1791,3664,3664
North America (excl. USA),,1792,3664,3664
North America (excl. USA),,1793,3664,3664
North America (excl. USA),,1794,3664,3664
North America (excl. USA),,1795,3664,3664
North America (excl. USA),,1796,3664,3664
North America (excl. USA),,1797,3664,3664
North America (excl. USA),,1798,3664,3664
North America (excl. USA),,1799,3664,3664
North America (excl. USA),,1800,3664,3664
North America (excl. USA),,1801,3664,3664
North America (excl. USA),,1802,3664,3664
North America (excl. USA),,1803,3664,3664
North America (excl. USA),,1804,3664,3664
North America (excl. USA),,1805,3664,3664
North America (excl. USA),,1806,3664,3664
North America (excl. USA),,1807,3664,3664
North America (excl. USA),,1808,3664,3664
North America (excl. USA),,1809,3664,3664
North America (excl. USA),,1810,3664,3664
North America (excl. USA),,1811,3664,3664
North America (excl. USA),,1812,3664,3664
North America (excl. USA),,1813,3664,3664
North America (excl. USA),,1814,3664,3664
North America (excl. USA),,1815,3664,3664
North America (excl. USA),,1816,3664,3664
North America (excl. USA),,1817,3664,3664
North America (excl. USA),,1818,3664,3664
North America (excl. USA),,1819,3664,3664
North America (excl. USA),,1820,3664,3664
North America (excl. USA),,1821,3664,3664
North America (excl. USA),,1822,3664,3664
North America (excl. USA),,1823,3664,3664
North America (excl. USA),,1824,3664,3664
North America (excl. USA),,1825,3664,3664
North America (excl. USA),,1826,3664,3664
North America (excl. USA),,1827,3664,3664
North America (excl. USA),,1828,3664,3664
North America (excl. USA),,1829,3664,3664
North America (excl. USA),,1830,3664,3664
North America (excl. USA),,1831,3664,3664
North America (excl. USA),,1832,3664,3664
North America (excl. USA),,1833,3664,3664
North America (excl. USA),,1834,3664,3664
North America (excl. USA),,1835,3664,3664
North America (excl. USA),,1836,3664,3664
North America (excl. USA),,1837,3664,3664
North America (excl. USA),,1838,3664,3664
North America (excl. USA),,1839,3664,3664
North America (excl. USA),,1840,3664,3664
North America (excl. USA),,1841,3664,3664
North America (excl. USA),,1842,3664,3664
North America (excl. USA),,1843,3664,3664
North America (excl. USA),,1844,3664,3664
North America (excl. USA),,1845,3664,3664
North America (excl. USA),,1846,25648,25648
North America (excl. USA),,1847,32976,32976
North America (excl. USA),,1848,40304,40304
North America (excl. USA),,1849,47632,47632
North America (excl. USA),,1850,58624,58624
North America (excl. USA),,1851,69616,69616
North America (excl. USA),,1852,84272,84272
North America (excl. USA),,1853,102592,102592
North America (excl. USA),,1854,124576,124576
